,Bio Guide ID,Name,Party,State,API URL,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House
1639,K000105,"Kennedy, Edward M.",Democratic,Massachusetts,https://api.congress.gov/v3/member/K000105?format=json,,2009.0,1961.0,,,N,,48.0,,Y,N
1640,K000088,"Kempthorne, Dirk",Republican,Idaho,https://api.congress.gov/v3/member/K000088?format=json,,1999.0,1993.0,,,N,,6.0,,Y,N
1641,K000017,"Kassebaum, Nancy Landon",Republican,Kansas,https://api.congress.gov/v3/member/K000017?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N
1642,K000011,"Karnes, David K.",Republican,Nebraska,https://api.congress.gov/v3/member/K000011?format=json,,1989.0,1987.0,,,N,,2.0,,Y,N
1643,J000189,"Johnston, J. Bennett",Democratic,Louisiana,https://api.congress.gov/v3/member/J000189?format=json,,1997.0,1971.0,,,N,,26.0,,Y,N
1644,J000101,"Jepsen, Roger W.",Republican,Iowa,https://api.congress.gov/v3/member/J000101?format=json,,1985.0,1979.0,,,N,,6.0,,Y,N
1645,J000064,"Javits, Jacob K.",Republican,New York,https://api.congress.gov/v3/member/J000064?format=json,,1981.0,1957.0,1947.0,1955.0,N,N,24.0,8.0,Y,Y
1646,J000013,"Jackson, Henry M.",Democratic,Washington,https://api.congress.gov/v3/member/J000013?format=json,,1985.0,1953.0,1941.0,1953.0,N,N,32.0,12.0,Y,Y
1647,I000025,"Inouye, Daniel K.",Democratic,Hawaii,https://api.congress.gov/v3/member/I000025?format=json,,2012.0,1963.0,1959.0,1963.0,N,N,49.0,4.0,Y,Y
1648,H001016,"Hutchison, Kay Bailey",Republican,Texas,https://api.congress.gov/v3/member/H001016?format=json,,2013.0,1993.0,,,N,,20.0,,Y,N
1649,H000956,"Humphrey, Muriel",Democratic,Minnesota,https://api.congress.gov/v3/member/H000956?format=json,,1979.0,1977.0,,,N,,2.0,,Y,N
1650,H000953,"Humphrey, Hubert H.",Democratic,Minnesota,https://api.congress.gov/v3/member/H000953?format=json,,1965.0,1949.0,,,N,,16.0,,Y,N
1651,H000951,"Humphrey, Gordon J.",Republican,New Hampshire,https://api.congress.gov/v3/member/H000951?format=json,,1991.0,1979.0,,,N,,12.0,,Y,N
1652,H000922,"Hughes, Harold E.",Democratic,Iowa,https://api.congress.gov/v3/member/H000922?format=json,,1975.0,1969.0,,,N,,6.0,,Y,N
1653,H000905,"Huddleston, Walter (Dee)",Democratic,Kentucky,https://api.congress.gov/v3/member/H000905?format=json,,1985.0,1973.0,,,N,,12.0,,Y,N
1654,H000875,"Hruska, Roman L.",Republican,Nebraska,https://api.congress.gov/v3/member/H000875?format=json,,1977.0,1953.0,,,N,,24.0,,Y,N
1655,H000725,"Hollings, Ernest F.",Democratic,South Carolina,https://api.congress.gov/v3/member/H000725?format=json,,2005.0,1965.0,,,N,,40.0,,Y,N
1656,H000675,"Hodges, Kaneaster, Jr.",Democratic,Arkansas,https://api.congress.gov/v3/member/H000675?format=json,,1979.0,1977.0,,,N,,2.0,,Y,N
1657,H000463,"Helms, Jesse",Republican,North Carolina,https://api.congress.gov/v3/member/H000463?format=json,,2003.0,1973.0,,,N,,30.0,,Y,N
1658,H000445,"Heflin, Howell",Democratic,Alabama,https://api.congress.gov/v3/member/H000445?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N
1659,H000439,"Hecht, Chic",Republican,Nevada,https://api.congress.gov/v3/member/H000439?format=json,,1989.0,1983.0,,,N,,6.0,,Y,N
1660,H000384,"Hayakawa, Samuel Ichiye",Republican,California,https://api.congress.gov/v3/member/H000384?format=json,,1983.0,1977.0,,,N,,6.0,,Y,N
1661,H000374,"Hawkins, Paula",Republican,Florida,https://api.congress.gov/v3/member/H000374?format=json,,1987.0,1981.0,,,N,,6.0,,Y,N
1662,H000346,"Hathaway, William D.",Democratic,Maine,https://api.congress.gov/v3/member/H000346?format=json,,1979.0,1973.0,1965.0,1973.0,N,N,6.0,8.0,Y,Y
1663,H000344,"Hatfield, Paul",Democratic,Montana,https://api.congress.gov/v3/member/H000344?format=json,,1979.0,1977.0,,,N,,2.0,,Y,N
1664,H000343,"Hatfield, Mark O.",Republican,Oregon,https://api.congress.gov/v3/member/H000343?format=json,,1997.0,1967.0,,,N,,30.0,,Y,N
1665,H000338,"Hatch, Orrin G.",Republican,Utah,https://api.congress.gov/v3/member/H000338?format=json,,2019.0,1977.0,,,N,,42.0,,Y,N
1666,H000317,"Haskell, Floyd K.",Democratic,Colorado,https://api.congress.gov/v3/member/H000317?format=json,,1979.0,1973.0,,,N,,6.0,,Y,N
1667,H000297,"Hartke, Vance",Democratic,Indiana,https://api.congress.gov/v3/member/H000297?format=json,,1977.0,1959.0,,,N,,18.0,,Y,N
1668,H000291,"Hart, Philip A.",Democratic,Michigan,https://api.congress.gov/v3/member/H000291?format=json,,1977.0,1959.0,,,N,,18.0,,Y,N
1669,H000287,"Hart, Gary W.",Democratic,Colorado,https://api.congress.gov/v3/member/H000287?format=json,,1987.0,1975.0,,,N,,12.0,,Y,N
1670,H000170,"Hansen, Clifford P.",Republican,Wyoming,https://api.congress.gov/v3/member/H000170?format=json,,1979.0,1967.0,,,N,,12.0,,Y,N
1671,G000531,"Gurney, Edward J.",Republican,Florida,https://api.congress.gov/v3/member/G000531?format=json,,1975.0,1973.0,1963.0,1969.0,N,N,2.0,6.0,Y,Y
1672,G000465,"Griffin, Robert P.",Republican,Michigan,https://api.congress.gov/v3/member/G000465?format=json,,1979.0,1973.0,1957.0,1965.0,N,N,6.0,8.0,Y,Y
1673,G000388,"Gravel, Mike",Democratic,Alaska,https://api.congress.gov/v3/member/G000388?format=json,,1981.0,1969.0,,,N,,12.0,,Y,N
1674,G000352,"Graham, Bob",Democratic,Florida,https://api.congress.gov/v3/member/G000352?format=json,,2005.0,1987.0,,,N,,18.0,,Y,N
1675,G000333,"Gorton, Slade",Republican,Washington,https://api.congress.gov/v3/member/G000333?format=json,,1987.0,1981.0,,,N,,6.0,,Y,N
1676,G000267,"Goldwater, Barry",Republican,Arizona,https://api.congress.gov/v3/member/G000267?format=json,,1965.0,1953.0,,,N,,12.0,,Y,N
1677,G000236,"Glenn, John H., Jr.",Democratic,Ohio,https://api.congress.gov/v3/member/G000236?format=json,,1999.0,1975.0,,,N,,24.0,,Y,N
1678,G000072,"Garn, E. J. (Jake)",Republican,Utah,https://api.congress.gov/v3/member/G000072?format=json,,1993.0,1975.0,,,N,,18.0,,Y,N
1679,F000401,"Fulbright, James",Democratic,Arkansas,https://api.congress.gov/v3/member/F000401?format=json,,1947.0,1945.0,1943.0,1945.0,N,N,2.0,2.0,Y,Y
1680,F000439,"Frist, William H.",Republican,Tennessee,https://api.congress.gov/v3/member/F000439?format=json,,2007.0,1995.0,,,N,,12.0,,Y,N
1681,F000438,"Frahm, Sheila",Republican,Kansas,https://api.congress.gov/v3/member/F000438?format=json,,1997.0,1995.0,,,N,,2.0,,Y,N
1682,F000268,"Ford, Wendell H.",Democratic,Kentucky,https://api.congress.gov/v3/member/F000268?format=json,,1999.0,1975.0,,,N,,24.0,,Y,N
1683,F000245,"Fong, Hiram L.",Republican,Hawaii,https://api.congress.gov/v3/member/F000245?format=json,,1977.0,1959.0,,,N,,18.0,,Y,N
1684,F000061,"Feingold, Russell D.",Democratic,Wisconsin,https://api.congress.gov/v3/member/F000061?format=json,,2011.0,1993.0,,,N,,18.0,,Y,N
1685,F000013,"Fannin, Paul J.",Republican,Arizona,https://api.congress.gov/v3/member/F000013?format=json,,1977.0,1965.0,,,N,,12.0,,Y,N
1686,F000437,"Faircloth, Lauch",Republican,North Carolina,https://api.congress.gov/v3/member/F000437?format=json,,1999.0,1993.0,,,N,,6.0,,Y,N
1687,E000284,"Exon, J. James",Democratic,Nebraska,https://api.congress.gov/v3/member/E000284?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N
1688,E000236,"Evans, Daniel J.",Republican,Washington,https://api.congress.gov/v3/member/E000236?format=json,,1989.0,1983.0,,,N,,6.0,,Y,N
1689,E000211,"Ervin, Sam J., Jr.",Democratic,North Carolina,https://api.congress.gov/v3/member/E000211?format=json,,1975.0,1973.0,1945.0,1947.0,N,N,2.0,2.0,Y,Y
1690,E000018,"Eastland, James O.",Democratic,Mississippi,https://api.congress.gov/v3/member/E000018?format=json,,1979.0,1941.0,,,N,,38.0,,Y,N
1691,E000017,"East, John P.",Republican,North Carolina,https://api.congress.gov/v3/member/E000017?format=json,,1987.0,1981.0,,,N,,6.0,,Y,N
1692,E000004,"Eagleton, Thomas F.",Democratic,Missouri,https://api.congress.gov/v3/member/E000004?format=json,,1987.0,1967.0,,,N,,20.0,,Y,N
1693,D000574,"Durkin, John A.",Democratic,New Hampshire,https://api.congress.gov/v3/member/D000574?format=json,,1981.0,1975.0,,,N,,6.0,,Y,N
1694,D000409,"Dominick, Peter H.",Republican,Colorado,https://api.congress.gov/v3/member/D000409?format=json,,1975.0,1973.0,1961.0,1963.0,N,N,2.0,2.0,Y,Y
1695,D000407,"Domenici, Pete V.",Republican,New Mexico,https://api.congress.gov/v3/member/D000407?format=json,,2009.0,1973.0,,,N,,36.0,,Y,N
1696,D000401,"Dole, Robert J.",Republican,Kansas,https://api.congress.gov/v3/member/D000401?format=json,,1997.0,1969.0,1961.0,1969.0,N,N,28.0,8.0,Y,Y
1697,D000366,"Dixon, Alan J.",Democratic,Illinois,https://api.congress.gov/v3/member/D000366?format=json,,1993.0,1981.0,,,N,,12.0,,Y,N
1698,D000259,"Denton, Jeremiah",Republican,Alabama,https://api.congress.gov/v3/member/D000259?format=json,,1987.0,1981.0,,,N,,6.0,,Y,N
1699,D000185,"DeConcini, Dennis",Democratic,Arizona,https://api.congress.gov/v3/member/D000185?format=json,,1995.0,1977.0,,,N,,18.0,,Y,N
1700,D000030,"Danforth, John C.",Republican,Missouri,https://api.congress.gov/v3/member/D000030?format=json,,1995.0,1977.0,,,N,,18.0,,Y,N
1701,D000018,"D'Amato, Alfonse",Republican,New York,https://api.congress.gov/v3/member/D000018?format=json,,1999.0,1981.0,,,N,,18.0,,Y,N
1702,C001006,"Curtis, Carl T.",Republican,Nebraska,https://api.congress.gov/v3/member/C001006?format=json,,1979.0,1955.0,1939.0,1955.0,N,N,24.0,16.0,Y,Y
1703,C000877,"Cranston, Alan",Democratic,California,https://api.congress.gov/v3/member/C000877?format=json,,1993.0,1969.0,,,N,,24.0,,Y,N
1704,C000813,"Coverdell, Paul",Republican,Georgia,https://api.congress.gov/v3/member/C000813?format=json,,2000.0,1993.0,,,N,,7.0,,Y,N
1705,C000705,"Conrad, Kent",Democratic,North Dakota,https://api.congress.gov/v3/member/C000705?format=json,,2013.0,1987.0,,,N,,26.0,,Y,N
1714,C000567,"Cochran, Thad",Republican,Mississippi,https://api.congress.gov/v3/member/C000567?format=json,,2018.0,1979.0,1973.0,1979.0,N,N,39.0,6.0,Y,Y
1715,C000448,"Clark, Dick",Democratic,Iowa,https://api.congress.gov/v3/member/C000448?format=json,,1979.0,1973.0,,,N,,6.0,,Y,N
1716,C000388,"Church, Frank",Democratic,Idaho,https://api.congress.gov/v3/member/C000388?format=json,,1981.0,1957.0,,,N,,24.0,,Y,N
1717,C000356,"Chiles, Lawton",Democratic,Florida,https://api.congress.gov/v3/member/C000356?format=json,,1989.0,1971.0,,,N,,18.0,,Y,N
1718,C000269,"Chafee, John H.",Republican,Rhode Island,https://api.congress.gov/v3/member/C000269?format=json,,1999.0,1977.0,,,N,,22.0,,Y,N
1719,C000220,"Case, Clifford P.",Republican,New Jersey,https://api.congress.gov/v3/member/C000220?format=json,,1979.0,1955.0,1945.0,1955.0,N,N,24.0,10.0,Y,Y
1720,C000120,"Cannon, Howard W.",Democratic,Nevada,https://api.congress.gov/v3/member/C000120?format=json,,1983.0,1959.0,,,N,,24.0,,Y,N
1721,B001209,"Byrd, Harry F.,  Jr.",Independent,Virginia,https://api.congress.gov/v3/member/B001209?format=json,,1983.0,1965.0,,,N,,18.0,,Y,N
1722,B001210,"Byrd, Robert C.",Democratic,West Virginia,https://api.congress.gov/v3/member/B001210?format=json,,2010.0,1959.0,1953.0,1959.0,N,N,51.0,6.0,Y,Y
1723,B001126,"Burns, Conrad R.",Republican,Montana,https://api.congress.gov/v3/member/B001126?format=json,,2007.0,1989.0,,,N,,18.0,,Y,N
1724,B001077,"Burdick, Quentin N.",Democratic,North Dakota,https://api.congress.gov/v3/member/B001077?format=json,,1993.0,1959.0,,,N,,34.0,,Y,N
1725,B001076,"Burdick, Jocelyn",Democratic,North Dakota,https://api.congress.gov/v3/member/B001076?format=json,,1993.0,1991.0,,,N,,2.0,,Y,N
1726,B001057,"Bumpers, Dale",Democratic,Arkansas,https://api.congress.gov/v3/member/B001057?format=json,,1999.0,1975.0,,,N,,24.0,,Y,N
1727,B001026,"Buckley, James L.",Republican,New York,https://api.congress.gov/v3/member/B001026?format=json,,1977.0,1971.0,,,N,,6.0,,Y,N
1728,B000993,"Bryan, Richard H.",Democratic,Nevada,https://api.congress.gov/v3/member/B000993?format=json,,2001.0,1989.0,,,N,,12.0,,Y,N
1729,B000871,"Brooke, Edward W.",Republican,Massachusetts,https://api.congress.gov/v3/member/B000871?format=json,,1979.0,1967.0,,,N,,12.0,,Y,N
1730,B000851,"Brock, Bill",Republican,Tennessee,https://api.congress.gov/v3/member/B000851?format=json,,1977.0,1971.0,1963.0,1971.0,N,N,6.0,8.0,Y,Y
1731,B000756,"Brady, Nicholas",Republican,New Jersey,https://api.congress.gov/v3/member/B000756?format=json,,1983.0,1981.0,,,N,,2.0,,Y,N
1732,B001225,"Bradley, Bill",Democratic,New Jersey,https://api.congress.gov/v3/member/B001225?format=json,,1997.0,1979.0,,,N,,18.0,,Y,N
1733,B000647,"Boschwitz, Rudy",Republican,Minnesota,https://api.congress.gov/v3/member/B000647?format=json,,1991.0,1979.0,,,N,,12.0,,Y,N
1734,B000639,"Boren, David L.",Democratic,Oklahoma,https://api.congress.gov/v3/member/B000639?format=json,,1995.0,1979.0,,,N,,16.0,,Y,N
1735,B000611,"Bond, Christopher S.",Republican,Missouri,https://api.congress.gov/v3/member/B000611?format=json,,2011.0,1987.0,,,N,,24.0,,Y,N
1736,B000468,"Bingaman, Jeff",Democratic,New Mexico,https://api.congress.gov/v3/member/B000468?format=json,,2013.0,1983.0,,,N,,30.0,,Y,N
1737,B000444,"Biden, Joseph R., Jr.",Democratic,Delaware,https://api.congress.gov/v3/member/B000444?format=json,,2009.0,1973.0,,,N,,36.0,,Y,N
1738,B000436,"Bible, Alan",Democratic,Nevada,https://api.congress.gov/v3/member/B000436?format=json,,1975.0,1953.0,,,N,,22.0,,Y,N
1739,W000154,"Warner, John",Republican,Virginia,https://api.congress.gov/v3/member/W000154?format=json,,2009.0,1979.0,,,N,,30.0,,Y,N
1740,S001142,"Smith, Gordon H.",Republican,Oregon,https://api.congress.gov/v3/member/S001142?format=json,,2009.0,1997.0,,,N,,12.0,,Y,N
1741,L000035,"Lincoln, Blanche L.",Democratic,Arkansas,https://api.congress.gov/v3/member/L000035?format=json,,2011.0,1999.0,1993.0,1997.0,N,N,12.0,4.0,Y,Y
1742,L000550,"Landrieu, Mary L.",Democratic,Louisiana,https://api.congress.gov/v3/member/L000550?format=json,,2015.0,1997.0,,,N,,18.0,,Y,N
1828,P000590,"Pryor, Mark L.",Democratic,Arkansas,https://api.congress.gov/v3/member/P000590?format=json,,2015.0,2003.0,,,N,,12.0,,Y,N
1830,D000601,"Dole, Elizabeth",Republican,North Carolina,https://api.congress.gov/v3/member/D000601?format=json,,2009.0,2003.0,,,N,,6.0,,Y,N
1831,C001057,"Coleman, Norm",Republican,Minnesota,https://api.congress.gov/v3/member/C001057?format=json,,2009.0,2003.0,,,N,,6.0,,Y,N
1833,A000360,"Alexander, Lamar",Republican,Tennessee,https://api.congress.gov/v3/member/A000360?format=json,,2021.0,2003.0,,,N,,18.0,,Y,N
1835,B001237,"Barkley, Dean M.",Independent,Minnesota,https://api.congress.gov/v3/member/B001237?format=json,,2003.0,2002.0,,,N,,1.0,,Y,N
1843,C001043,"Carnahan, Jean",Democratic,Missouri,https://api.congress.gov/v3/member/C001043?format=json,,2002.0,2001.0,,,N,,1.0,,Y,N
1878,F000444,"Flake, Jeff",Republican,Arizona,https://api.congress.gov/v3/member/F000444?format=json,,2019.0,2013.0,2001.0,2013.0,N,N,6.0,12.0,Y,Y
1880,C001042,"Corzine, Jon S.",Democratic,New Jersey,https://api.congress.gov/v3/member/C001042?format=json,,2006.0,2001.0,,,N,,5.0,,Y,N
1881,N000180,"Nelson, Ben",Democratic,Nebraska,https://api.congress.gov/v3/member/N000180?format=json,,2013.0,2001.0,,,N,,12.0,,Y,N
1882,D000596,"Dayton, Mark",Democratic,Minnesota,https://api.congress.gov/v3/member/D000596?format=json,,2007.0,2001.0,,,N,,6.0,,Y,N
1884,M001141,"Miller, Zell",Democratic,Georgia,https://api.congress.gov/v3/member/M001141?format=json,,2005.0,2000.0,,,N,,5.0,,Y,N
1887,C001040,"Chafee, Lincoln",Republican,Rhode Island,https://api.congress.gov/v3/member/C001040?format=json,,2007.0,1999.0,,,N,,8.0,,Y,N
1895,C000858,"Craig, Larry E.",Republican,Idaho,https://api.congress.gov/v3/member/C000858?format=json,,2009.0,1991.0,1981.0,1991.0,N,N,18.0,10.0,Y,Y
1925,C000598,"Cohen, William S.",Republican,Maine,https://api.congress.gov/v3/member/C000598?format=json,,1997.0,1979.0,1973.0,1979.0,N,N,18.0,6.0,Y,Y
1927,C000560,"Coburn, Tom",Republican,Oklahoma,https://api.congress.gov/v3/member/C000560?format=json,,2015.0,2005.0,1995.0,2001.0,N,N,10.0,6.0,Y,Y
1930,C000542,"Coats, Daniel",Republican,Indiana,https://api.congress.gov/v3/member/C000542?format=json,,1999.0,1989.0,1981.0,1989.0,N,N,10.0,8.0,Y,Y
1951,C000286,"Chambliss, Saxby",Republican,Georgia,https://api.congress.gov/v3/member/C000286?format=json,,2015.0,2003.0,1995.0,2003.0,N,N,12.0,8.0,Y,Y
1967,C000077,"Campbell, Ben Nighthorse",Republican,Colorado,https://api.congress.gov/v3/member/C000077?format=json,,2005.0,1993.0,1987.0,1993.0,N,N,12.0,6.0,Y,Y
1988,B001066,"Bunning, Jim",Republican,Kentucky,https://api.congress.gov/v3/member/B001066?format=json,,2011.0,1999.0,1987.0,1999.0,N,N,12.0,12.0,Y,Y
1996,B000953,"Brownback, Sam",Republican,Kansas,https://api.congress.gov/v3/member/B000953?format=json,,2011.0,1996.0,1995.0,1996.0,N,N,15.0,1.0,Y,Y
1997,B000919,"Brown, Hank",Republican,Colorado,https://api.congress.gov/v3/member/B000919?format=json,,1997.0,1991.0,1981.0,1991.0,N,N,6.0,10.0,Y,Y
2021,B000243,"Baucus, Max",Democratic,Montana,https://api.congress.gov/v3/member/B000243?format=json,,2014.0,1979.0,1975.0,1979.0,N,N,35.0,4.0,Y,Y
2056,A000219,"Armstrong, William L.",Republican,Colorado,https://api.congress.gov/v3/member/A000219?format=json,,1991.0,1979.0,1973.0,1979.0,N,N,12.0,6.0,Y,Y
2066,A000208,"Andrews, Mark",Republican,North Dakota,https://api.congress.gov/v3/member/A000208?format=json,,1987.0,1981.0,1963.0,1981.0,N,N,6.0,18.0,Y,Y
2072,A000121,"Allen, George",Republican,Virginia,https://api.congress.gov/v3/member/A000121?format=json,,2007.0,2001.0,1991.0,1993.0,N,N,6.0,2.0,Y,Y
2074,A000109,"Allard, Wayne",Republican,Colorado,https://api.congress.gov/v3/member/A000109?format=json,,2009.0,1997.0,1991.0,1997.0,N,N,12.0,6.0,Y,Y
2078,A000069,"Akaka, Daniel K.",Democratic,Hawaii,https://api.congress.gov/v3/member/A000069?format=json,,2013.0,1990.0,1977.0,1991.0,N,N,23.0,14.0,Y,Y
2080,A000031,"Adams, Brock",Democratic,Washington,https://api.congress.gov/v3/member/A000031?format=json,,1993.0,1987.0,1965.0,1979.0,N,N,6.0,14.0,Y,Y
2084,A000009,"Abdnor, James",Republican,South Dakota,https://api.congress.gov/v3/member/A000009?format=json,,1987.0,1981.0,1973.0,1981.0,N,N,6.0,8.0,Y,Y
2120,E000194,"Ensign, John",Republican,Nevada,https://api.congress.gov/v3/member/E000194?format=json,,2011.0,2001.0,1995.0,1999.0,N,N,10.0,4.0,Y,Y
2158,D000432,"Dorgan, Byron L.",Democratic,North Dakota,https://api.congress.gov/v3/member/D000432?format=json,,2011.0,1991.0,1981.0,1993.0,N,N,20.0,12.0,Y,Y
2163,D000388,"Dodd, Christopher J.",Democratic,Connecticut,https://api.congress.gov/v3/member/D000388?format=json,,2011.0,1981.0,1975.0,1981.0,N,N,30.0,6.0,Y,Y
2206,C000979,"Culver, John C.",Democratic,Iowa,https://api.congress.gov/v3/member/C000979?format=json,,1981.0,1975.0,1965.0,1975.0,N,N,6.0,10.0,Y,Y
2260,K000352,"Kyl, Jon",Republican,Arizona,https://api.congress.gov/v3/member/K000352?format=json,,2013.0,1995.0,1987.0,1995.0,N,N,18.0,8.0,Y,Y
2294,K000019,"Kasten, Robert W., Jr.",Republican,Wisconsin,https://api.congress.gov/v3/member/K000019?format=json,,1993.0,1981.0,1975.0,1979.0,N,N,12.0,4.0,Y,Y
2309,J000177,"Johnson, Tim",Democratic,South Dakota,https://api.congress.gov/v3/member/J000177?format=json,,2015.0,1997.0,1987.0,1997.0,N,N,18.0,10.0,Y,Y
2318,J000072,"Jeffords, James M.",Independent,Vermont,https://api.congress.gov/v3/member/J000072?format=json,,2007.0,1989.0,1975.0,1989.0,N,N,18.0,14.0,Y,Y
2332,H001015,"Hutchinson, Tim",Republican,Arkansas,https://api.congress.gov/v3/member/H001015?format=json,,2003.0,1997.0,1993.0,1997.0,N,N,6.0,4.0,Y,Y
2380,H000456,"Heinz, John",Republican,Pennsylvania,https://api.congress.gov/v3/member/H000456?format=json,,1993.0,1977.0,1971.0,1977.0,N,N,16.0,6.0,Y,Y
2405,H000206,"Harkin, Tom",Democratic,Iowa,https://api.congress.gov/v3/member/H000206?format=json,,2015.0,1985.0,1975.0,1985.0,N,N,30.0,10.0,Y,Y
2440,G000445,"Gregg, Judd",Republican,New Hampshire,https://api.congress.gov/v3/member/G000445?format=json,,2011.0,1993.0,1981.0,1989.0,N,N,18.0,8.0,Y,Y
2451,G000367,"Grams, Rod",Republican,Minnesota,https://api.congress.gov/v3/member/G000367?format=json,,2001.0,1995.0,1993.0,1995.0,N,N,6.0,2.0,Y,Y
2452,G000365,"Gramm, Phil",Republican,Texas,https://api.congress.gov/v3/member/G000365?format=json,,2002.0,1985.0,1979.0,1985.0,N,N,17.0,6.0,Y,Y
2455,G000321,"Gore, Albert, Jr.",Democratic,Tennessee,https://api.congress.gov/v3/member/G000321?format=json,,1993.0,1985.0,1977.0,1985.0,N,N,8.0,8.0,Y,Y
2499,F000329,"Fowler, Wyche, Jr.",Democratic,Georgia,https://api.congress.gov/v3/member/F000329?format=json,,1993.0,1987.0,1977.0,1987.0,N,N,6.0,10.0,Y,Y
