,Unnamed: 0,Bio Guide ID,Name,Party,State,District Number,Senate End Year,Senate Start Year,House Start Year,House End Year,Current Senator,Current House Rep,Years in Senate,Years in House,Served in Senate,Served in House,Suffix,Nickname,Last,First_Actual,Middle,First Last,2013 Contributions,2014 Contributions,2015 Contributions,2016 Contributions,2017 Contributions,2018 Contributions,2019 Contributions,2020 Contributions,2021 Contributions,2022 Contributions,Total Contributions 2013-2022
329,329,F000437,"Faircloth, Lauch",Republican,North Carolina,,1999.0,1993.0,,,N,,6.0,,Y,N,,,Faircloth,Lauch,,Lauch Faircloth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,330,E000284,"Exon, J. James",Democratic,Nebraska,,1997.0,1979.0,,,N,,18.0,,Y,N,,,Exon,J.,James,J. Exon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,331,E000236,"Evans, Daniel J.",Republican,Washington,,1989.0,1983.0,,,N,,6.0,,Y,N,,,Evans,Daniel,J.,Daniel Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,332,E000211,"Ervin, Sam J., ",Democratic,North Carolina,,1975.0,1973.0,1945.0,1947.0,N,N,2.0,2.0,Y,Y,Jr.,,Ervin,Sam,J.,Sam Ervin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,333,E000018,"Eastland, James O.",Democratic,Mississippi,,1979.0,1941.0,,,N,,38.0,,Y,N,,,Eastland,James,O.,James Eastland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,334,E000017,"East, John P.",Republican,North Carolina,,1987.0,1981.0,,,N,,6.0,,Y,N,,,East,John,P.,John East,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
335,335,E000004,"Eagleton, Thomas F.",Democratic,Missouri,,1987.0,1967.0,,,N,,20.0,,Y,N,,,Eagleton,Thomas,F.,Thomas Eagleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,336,D000574,"Durkin, John A.",Democratic,New Hampshire,,1981.0,1975.0,,,N,,6.0,,Y,N,,,Durkin,John,A.,John Durkin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
337,337,D000409,"Dominick, Peter H.",Republican,Colorado,,1975.0,1973.0,1961.0,1963.0,N,N,2.0,2.0,Y,Y,,,Dominick,Peter,H.,Peter Dominick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,338,D000407,"Domenici, Pete V.",Republican,New Mexico,,2009.0,1973.0,,,N,,36.0,,Y,N,,,Domenici,Pete,V.,Pete Domenici,0.0,0.0,-2000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2000.0
339,339,D000401,"Dole, Robert J.",Republican,Kansas,,1997.0,1969.0,1961.0,1969.0,N,N,28.0,8.0,Y,Y,,,Dole,Robert,J.,Robert Dole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,340,D000366,"Dixon, Alan J.",Democratic,Illinois,,1993.0,1981.0,,,N,,12.0,,Y,N,,,Dixon,Alan,J.,Alan Dixon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,341,D000259,"Denton, Jeremiah",Republican,Alabama,,1987.0,1981.0,,,N,,6.0,,Y,N,,,Denton,Jeremiah,,Jeremiah Denton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,342,D000185,"DeConcini, Dennis",Democratic,Arizona,,1995.0,1977.0,,,N,,18.0,,Y,N,,,DeConcini,Dennis,,Dennis DeConcini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,343,D000030,"Danforth, John C.",Republican,Missouri,,1995.0,1977.0,,,N,,18.0,,Y,N,,,Danforth,John,C.,John Danforth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,344,D000018,"D'Amato, Alfonse",Republican,New York,,1999.0,1981.0,,,N,,18.0,,Y,N,,,D'Amato,Alfonse,,Alfonse D'Amato,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,345,C001006,"Curtis, Carl T.",Republican,Nebraska,,1979.0,1955.0,1939.0,1955.0,N,N,24.0,16.0,Y,Y,,,Curtis,Carl,T.,Carl Curtis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,346,C000877,"Cranston, Alan",Democratic,California,,1993.0,1969.0,,,N,,24.0,,Y,N,,,Cranston,Alan,,Alan Cranston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
347,347,C000813,"Coverdell, Paul",Republican,Georgia,,2000.0,1993.0,,,N,,7.0,,Y,N,,,Coverdell,Paul,,Paul Coverdell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,348,C000705,"Conrad, Kent",Democratic,North Dakota,,2013.0,1987.0,,,N,,26.0,,Y,N,,,Conrad,Kent,,Kent Conrad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,349,C000567,"Cochran, Thad",Republican,Mississippi,,2018.0,1979.0,1973.0,1979.0,N,N,39.0,6.0,Y,Y,,,Cochran,Thad,,Thad Cochran,566316.9199999999,2321221.2299999995,377789.65,291462.0,153500.0,12359.11,0.0,0.0,0.0,0.0,3722648.909999999
350,350,C000448,"Clark, Dick",Democratic,Iowa,,1979.0,1973.0,,,N,,6.0,,Y,N,,,Clark,Dick,,Dick Clark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,351,C000388,"Church, Frank",Democratic,Idaho,,1981.0,1957.0,,,N,,24.0,,Y,N,,,Church,Frank,,Frank Church,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,352,C000356,"Chiles, Lawton",Democratic,Florida,,1989.0,1971.0,,,N,,18.0,,Y,N,,,Chiles,Lawton,,Lawton Chiles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,353,C000269,"Chafee, John H.",Republican,Rhode Island,,1999.0,1977.0,,,N,,22.0,,Y,N,,,Chafee,John,H.,John Chafee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
354,354,C000220,"Case, Clifford P.",Republican,New Jersey,,1979.0,1955.0,1945.0,1955.0,N,N,24.0,10.0,Y,Y,,,Case,Clifford,P.,Clifford Case,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,355,C000120,"Cannon, Howard W.",Democratic,Nevada,,1983.0,1959.0,,,N,,24.0,,Y,N,,,Cannon,Howard,W.,Howard Cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,356,B001209,"Byrd, Harry F.,  ",Independent,Virginia,,1983.0,1965.0,,,N,,18.0,,Y,N,Jr.,,Byrd,Harry,F.,Harry Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,357,B001210,"Byrd, Robert C.",Democratic,West Virginia,,2010.0,1959.0,1953.0,1959.0,N,N,51.0,6.0,Y,Y,,,Byrd,Robert,C.,Robert Byrd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,358,B001126,"Burns, Conrad R.",Republican,Montana,,2007.0,1989.0,,,N,,18.0,,Y,N,,,Burns,Conrad,R.,Conrad Burns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,359,B001077,"Burdick, Quentin N.",Democratic,North Dakota,,1993.0,1959.0,,,N,,34.0,,Y,N,,,Burdick,Quentin,N.,Quentin Burdick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,360,B001076,"Burdick, Jocelyn",Democratic,North Dakota,,1993.0,1991.0,,,N,,2.0,,Y,N,,,Burdick,Jocelyn,,Jocelyn Burdick,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,361,B001057,"Bumpers, Dale",Democratic,Arkansas,,1999.0,1975.0,,,N,,24.0,,Y,N,,,Bumpers,Dale,,Dale Bumpers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,362,B001026,"Buckley, James L.",Republican,New York,,1977.0,1971.0,,,N,,6.0,,Y,N,,,Buckley,James,L.,James Buckley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,363,B000993,"Bryan, Richard H.",Democratic,Nevada,,2001.0,1989.0,,,N,,12.0,,Y,N,,,Bryan,Richard,H.,Richard Bryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
364,364,B000871,"Brooke, Edward W.",Republican,Massachusetts,,1979.0,1967.0,,,N,,12.0,,Y,N,,,Brooke,Edward,W.,Edward Brooke,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
365,365,B000851,"Brock, Bill",Republican,Tennessee,,1977.0,1971.0,1963.0,1971.0,N,N,6.0,8.0,Y,Y,,,Brock,Bill,,Bill Brock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,366,B000756,"Brady, Nicholas",Republican,New Jersey,,1983.0,1981.0,,,N,,2.0,,Y,N,,,Brady,Nicholas,,Nicholas Brady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,367,B001225,"Bradley, Bill",Democratic,New Jersey,,1997.0,1979.0,,,N,,18.0,,Y,N,,,Bradley,Bill,,Bill Bradley,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0
368,368,B000647,"Boschwitz, Rudy",Republican,Minnesota,,1991.0,1979.0,,,N,,12.0,,Y,N,,,Boschwitz,Rudy,,Rudy Boschwitz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,369,B000639,"Boren, David L.",Democratic,Oklahoma,,1995.0,1979.0,,,N,,16.0,,Y,N,,,Boren,David,L.,David Boren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
370,370,B000611,"Bond, Christopher S.",Republican,Missouri,,2011.0,1987.0,,,N,,24.0,,Y,N,,,Bond,Christopher,S.,Christopher Bond,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
371,371,B000468,"Bingaman, Jeff",Democratic,New Mexico,,2013.0,1983.0,,,N,,30.0,,Y,N,,,Bingaman,Jeff,,Jeff Bingaman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
372,372,B000444,"Biden, Joseph R., ",Democratic,Delaware,,2009.0,1973.0,,,N,,36.0,,Y,N,Jr.,,Biden,Joseph,R.,Joseph Biden,193186.0,0.0,16900.0,15000.0,0.0,23217.65,13350.0,733292.5800000001,1151147.0,0.0,2146093.23
373,373,B000436,"Bible, Alan",Democratic,Nevada,,1975.0,1953.0,,,N,,22.0,,Y,N,,,Bible,Alan,,Alan Bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
374,374,W000154,"Warner, John",Republican,Virginia,,2009.0,1979.0,,,N,,30.0,,Y,N,,,Warner,John,,John Warner,0.0,2500.0,25000.0,25000.0,0.0,5000.0,1000.0,0.0,0.0,0.0,58500.0
375,375,S001142,"Smith, Gordon H.",Republican,Oregon,,2009.0,1997.0,,,N,,12.0,,Y,N,,,Smith,Gordon,H.,Gordon Smith,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
376,376,L000035,"Lincoln, Blanche L.",Democratic,Arkansas,,2011.0,1999.0,1993.0,1997.0,N,N,12.0,4.0,Y,Y,,,Lincoln,Blanche,L.,Blanche Lincoln,0.0,0.0,0.0,2700.0,0.0,0.0,0.0,0.0,0.0,0.0,2700.0
377,377,L000550,"Landrieu, Mary L.",Democratic,Louisiana,,2015.0,1997.0,,,N,,18.0,,Y,N,,,Landrieu,Mary,L.,Mary Landrieu,1409576.91,6664453.02,3565.0,2500.0,0.0,0.0,0.0,5000.0,0.0,0.0,8085094.93
378,378,P000590,"Pryor, Mark L.",Democratic,Arkansas,,2015.0,2003.0,,,N,,12.0,,Y,N,,,Pryor,Mark,L.,Mark Pryor,1526849.1,1581800.6099999999,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3113649.71
379,379,D000601,"Dole, Elizabeth",Republican,North Carolina,,2009.0,2003.0,,,N,,6.0,,Y,N,,,Dole,Elizabeth,,Elizabeth Dole,0.0,0.0,0.0,0.0,45987.53,0.0,0.0,0.0,0.0,0.0,45987.53
380,380,C001057,"Coleman, Norm",Republican,Minnesota,,2009.0,2003.0,,,N,,6.0,,Y,N,,,Coleman,Norm,,Norm Coleman,3000.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0
381,381,A000360,"Alexander, Lamar",Republican,Tennessee,,2021.0,2003.0,,,N,,18.0,,Y,N,,,Alexander,Lamar,,Lamar Alexander,1376055.92,1219727.0,486419.71,789150.23,602039.14,583880.0,249028.35,87659.0,3168.06,0.0,5397127.409999999
382,382,B001237,"Barkley, Dean M.",Independent,Minnesota,,2003.0,2002.0,,,N,,1.0,,Y,N,,,Barkley,Dean,M.,Dean Barkley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
383,383,C001043,"Carnahan, Jean",Democratic,Missouri,,2002.0,2001.0,,,N,,1.0,,Y,N,,,Carnahan,Jean,,Jean Carnahan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
384,384,F000444,"Flake, Jeff",Republican,Arizona,,2019.0,2013.0,2001.0,2013.0,N,N,6.0,12.0,Y,Y,,,Flake,Jeff,,Jeff Flake,183046.31,970591.96,196956.56,196651.42,676634.06,-12088.0,-1000.0,0.0,0.0,0.0,2210792.31
385,385,C001042,"Corzine, Jon S.",Democratic,New Jersey,,2006.0,2001.0,,,N,,5.0,,Y,N,,,Corzine,Jon,S.,Jon Corzine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
386,386,N000180,"Nelson, Ben",Democratic,Nebraska,,2013.0,2001.0,,,N,,12.0,,Y,N,,,Nelson,Ben,,Ben Nelson,2500.0,0.0,1000.0,0.0,1000.0,2500.0,0.0,0.0,0.0,0.0,7000.0
387,387,D000596,"Dayton, Mark",Democratic,Minnesota,,2007.0,2001.0,,,N,,6.0,,Y,N,,,Dayton,Mark,,Mark Dayton,0.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000.0
388,388,M001141,"Miller, Zell",Democratic,Georgia,,2005.0,2000.0,,,N,,5.0,,Y,N,,,Miller,Zell,,Zell Miller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,389,C001040,"Chafee, Lincoln",Republican,Rhode Island,,2007.0,1999.0,,,N,,8.0,,Y,N,,,Chafee,Lincoln,,Lincoln Chafee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
390,390,C000858,"Craig, Larry E.",Republican,Idaho,,2009.0,1991.0,1981.0,1991.0,N,N,18.0,10.0,Y,Y,,,Craig,Larry,E.,Larry Craig,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,1000.0,2000.0
391,391,C000598,"Cohen, William S.",Republican,Maine,,1997.0,1979.0,1973.0,1979.0,N,N,18.0,6.0,Y,Y,,,Cohen,William,S.,William Cohen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
392,392,C000560,"Coburn, Tom",Republican,Oklahoma,,2015.0,2005.0,1995.0,2001.0,N,N,10.0,6.0,Y,Y,,,Coburn,Tom,,Tom Coburn,226150.63,99356.45999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,325507.08999999997
393,393,C000542,"Coats, Daniel",Republican,Indiana,,1999.0,1989.0,1981.0,1989.0,N,N,10.0,8.0,Y,Y,,,Coats,Daniel,,Daniel Coats,51750.0,33500.0,22000.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,107335.0
394,394,C000286,"Chambliss, Saxby",Republican,Georgia,,2015.0,2003.0,1995.0,2003.0,N,N,12.0,8.0,Y,Y,,,Chambliss,Saxby,,Saxby Chambliss,243333.0,197854.01,3500.0,85000.0,6000.0,4000.0,0.0,2500.0,5000.0,0.0,547187.01
395,395,C000077,"Campbell, Ben Nighthorse",Republican,Colorado,,2005.0,1993.0,1987.0,1993.0,N,N,12.0,6.0,Y,Y,,,Campbell,Ben,Nighthorse,Ben Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,396,B001066,"Bunning, Jim",Republican,Kentucky,,2011.0,1999.0,1987.0,1999.0,N,N,12.0,12.0,Y,Y,,,Bunning,Jim,,Jim Bunning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
397,397,B000953,"Brownback, Sam",Republican,Kansas,,2011.0,1996.0,1995.0,1996.0,N,N,15.0,1.0,Y,Y,,,Brownback,Sam,,Sam Brownback,1200.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6200.0
398,398,B000919,"Brown, Hank",Republican,Colorado,,1997.0,1991.0,1981.0,1991.0,N,N,6.0,10.0,Y,Y,,,Brown,Hank,,Hank Brown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
399,399,B000243,"Baucus, Max",Democratic,Montana,,2014.0,1979.0,1975.0,1979.0,N,N,35.0,4.0,Y,Y,,,Baucus,Max,,Max Baucus,1044189.15,49034.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1093223.65
400,400,A000219,"Armstrong, William L.",Republican,Colorado,,1991.0,1979.0,1973.0,1979.0,N,N,12.0,6.0,Y,Y,,,Armstrong,William,L.,William Armstrong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
401,401,A000208,"Andrews, Mark",Republican,North Dakota,,1987.0,1981.0,1963.0,1981.0,N,N,6.0,18.0,Y,Y,,,Andrews,Mark,,Mark Andrews,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
402,402,A000121,"Allen, George",Republican,Virginia,,2007.0,2001.0,1991.0,1993.0,N,N,6.0,2.0,Y,Y,,,Allen,George,,George Allen,-339.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-339.39
403,403,A000109,"Allard, Wayne",Republican,Colorado,,2009.0,1997.0,1991.0,1997.0,N,N,12.0,6.0,Y,Y,,,Allard,Wayne,,Wayne Allard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
404,404,A000069,"Akaka, Daniel K.",Democratic,Hawaii,,2013.0,1990.0,1977.0,1991.0,N,N,23.0,14.0,Y,Y,,,Akaka,Daniel,K.,Daniel Akaka,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
405,405,A000031,"Adams, Brock",Democratic,Washington,,1993.0,1987.0,1965.0,1979.0,N,N,6.0,14.0,Y,Y,,,Adams,Brock,,Brock Adams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
406,406,A000009,"Abdnor, James",Republican,South Dakota,,1987.0,1981.0,1973.0,1981.0,N,N,6.0,8.0,Y,Y,,,Abdnor,James,,James Abdnor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,407,E000194,"Ensign, John",Republican,Nevada,,2011.0,2001.0,1995.0,1999.0,N,N,10.0,4.0,Y,Y,,,Ensign,John,,John Ensign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
408,408,D000432,"Dorgan, Byron L.",Democratic,North Dakota,,2011.0,1991.0,1981.0,1993.0,N,N,20.0,12.0,Y,Y,,,Dorgan,Byron,L.,Byron Dorgan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
409,409,D000388,"Dodd, Christopher J.",Democratic,Connecticut,,2011.0,1981.0,1975.0,1981.0,N,N,30.0,6.0,Y,Y,,,Dodd,Christopher,J.,Christopher Dodd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
410,410,C000979,"Culver, John C.",Democratic,Iowa,,1981.0,1975.0,1965.0,1975.0,N,N,6.0,10.0,Y,Y,,,Culver,John,C.,John Culver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411,411,K000352,"Kyl, Jon",Republican,Arizona,,2013.0,1995.0,1987.0,1995.0,N,N,18.0,8.0,Y,Y,,,Kyl,Jon,,Jon Kyl,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
412,412,K000019,"Kasten, Robert W., ",Republican,Wisconsin,,1993.0,1981.0,1975.0,1979.0,N,N,12.0,4.0,Y,Y,Jr.,,Kasten,Robert,W.,Robert Kasten,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
413,413,J000177,"Johnson, Tim",Democratic,South Dakota,,2015.0,1997.0,1987.0,1997.0,N,N,18.0,10.0,Y,Y,,,Johnson,Tim,,Tim Johnson,182725.8,11809.12,0.0,0.0,2000.0,500.0,0.0,0.0,0.0,0.0,197034.91999999998
414,414,J000072,"Jeffords, James M.",Independent,Vermont,,2007.0,1989.0,1975.0,1989.0,N,N,18.0,14.0,Y,Y,,,Jeffords,James,M.,James Jeffords,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,415,H001015,"Hutchinson, Tim",Republican,Arkansas,,2003.0,1997.0,1993.0,1997.0,N,N,6.0,4.0,Y,Y,,,Hutchinson,Tim,,Tim Hutchinson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
416,416,H000456,"Heinz, John",Republican,Pennsylvania,,1993.0,1977.0,1971.0,1977.0,N,N,16.0,6.0,Y,Y,,,Heinz,John,,John Heinz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
417,417,H000206,"Harkin, Tom",Democratic,Iowa,,2015.0,1985.0,1975.0,1985.0,N,N,30.0,10.0,Y,Y,,,Harkin,Tom,,Tom Harkin,460612.63,783856.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1244468.94
418,418,G000445,"Gregg, Judd",Republican,New Hampshire,,2011.0,1993.0,1981.0,1989.0,N,N,18.0,8.0,Y,Y,,,Gregg,Judd,,Judd Gregg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2000.0,0.0,0.0,2000.0
419,419,G000367,"Grams, Rod",Republican,Minnesota,,2001.0,1995.0,1993.0,1995.0,N,N,6.0,2.0,Y,Y,,,Grams,Rod,,Rod Grams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
420,420,G000365,"Gramm, Phil",Republican,Texas,,2002.0,1985.0,1979.0,1985.0,N,N,17.0,6.0,Y,Y,,,Gramm,Phil,,Phil Gramm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,421,G000321,"Gore, Albert, ",Democratic,Tennessee,,1993.0,1985.0,1977.0,1985.0,N,N,8.0,8.0,Y,Y,Jr.,,Gore,Albert,,Albert Gore,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,422,F000329,"Fowler, Wyche, ",Democratic,Georgia,,1993.0,1987.0,1977.0,1987.0,N,N,6.0,10.0,Y,Y,Jr.,,Fowler,Wyche,,Wyche Fowler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
